team,MP,FGA,FG%,3PA,3P%,2PA,2P%,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,Age,W,L,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offense_eFG%,Offense_TOV%,Offense_ORB%,Offense_FT/FGA,Defense_eFG%,Defense_TOV%,Defense_ORB%,Defense_FT/FGA,MVP,DPOY,sixth,COY,rounds
2022 Milwaukee Bucks,240.9,89.4,0.468,38.4,0.366,51.0,0.544,22.9,0.776,10.2,36.5,23.9,7.6,4.0,13.4,18.2,115.5,28.5,51.0,31.0,3.35,-0.14,3.22,115.1,111.8,3.3,99.9,0.257,0.43,0.58,0.546,11.9,23.0,0.199,0.536,11.6,78.6,0.165,0,0,0,0,1
2022 Charlotte Hornets,242.4,91.4,0.468,38.2,0.365,53.3,0.542,21.4,0.74,10.8,33.7,28.1,8.6,4.9,13.3,19.9,115.3,25.5,43.0,39.0,0.44,0.09,0.53,114.1,113.7,0.4,100.0,0.234,0.418,0.572,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,0,0,0,0,-1
2022 Phoenix Suns,240.6,90.1,0.485,31.9,0.364,58.2,0.551,19.9,0.797,9.8,35.5,27.4,8.6,4.4,12.9,19.9,114.8,27.5,64.0,18.0,7.5,-0.56,6.94,114.8,107.3,7.5,99.8,0.221,0.354,0.581,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,0,0,0,1,1
2022 Atlanta Hawks,240.3,88.3,0.47,34.4,0.374,53.9,0.531,22.3,0.812,10.0,33.9,24.6,7.2,4.2,11.9,18.7,113.9,26.1,43.0,39.0,1.56,-0.01,1.55,116.5,114.9,1.6,97.7,0.253,0.39,0.581,0.543,10.8,23.0,0.205,0.543,11.5,76.9,0.177,0,0,0,0,0
2022 Utah Jazz,240.6,86.2,0.471,40.3,0.36,45.8,0.568,23.4,0.767,10.8,35.6,22.4,7.2,4.9,14.0,18.9,113.6,29.3,49.0,33.0,6.04,-0.37,5.67,116.7,110.5,6.2,97.1,0.271,0.468,0.589,0.555,12.7,25.4,0.208,0.521,10.9,78.3,0.164,0,0,0,0,0
2022 San Antonio Spurs,241.5,92.7,0.467,32.0,0.352,60.7,0.527,20.4,0.754,11.0,34.3,27.9,7.6,4.9,12.7,18.1,113.2,24.5,34.0,48.0,0.12,-0.1,0.02,112.4,112.3,0.1,100.0,0.22,0.345,0.556,0.527,11.1,23.7,0.166,0.532,12.1,75.1,0.176,0,0,0,0,-1
2022 Brooklyn Nets,240.9,88.4,0.475,31.7,0.361,56.7,0.538,21.7,0.805,10.3,34.1,25.3,7.1,5.5,14.1,20.4,112.9,29.1,44.0,38.0,0.78,0.04,0.82,113.6,112.8,0.8,99.0,0.246,0.359,0.576,0.54,12.5,23.9,0.198,0.521,11.7,75.1,0.201,0,0,0,0,0
2022 Denver Nuggets,241.5,86.3,0.483,35.9,0.353,50.4,0.575,21.0,0.795,9.2,34.9,27.8,7.2,3.7,14.5,20.0,112.7,27.7,48.0,34.0,2.3,-0.15,2.16,114.5,112.1,2.4,97.8,0.244,0.416,0.59,0.556,13.2,21.9,0.194,0.537,11.7,78.3,0.188,1,0,0,0,0
2022 Los Angeles Lakers,243.7,88.8,0.469,34.5,0.347,54.3,0.546,23.0,0.732,9.5,34.5,24.0,7.6,5.2,14.5,20.2,112.1,30.2,33.0,49.0,-3.05,-0.03,-3.08,110.3,113.3,-3.0,100.1,0.259,0.388,0.567,0.537,12.8,21.1,0.19,0.54,12.2,75.8,0.192,0,0,0,0,-1
2022 Boston Celtics,242.7,87.4,0.466,37.1,0.356,50.3,0.547,20.9,0.816,10.5,35.5,24.8,7.2,5.8,13.6,18.5,111.8,26.1,51.0,31.0,7.28,-0.26,7.02,114.4,106.9,7.5,96.6,0.239,0.425,0.578,0.542,12.4,24.0,0.195,0.502,12.5,77.3,0.183,0,1,0,0,3
2022 Chicago Bulls,240.6,86.9,0.48,28.8,0.369,58.1,0.535,21.5,0.813,8.7,33.7,23.9,7.1,4.1,12.8,18.8,111.6,26.3,46.0,36.0,-0.39,0.02,-0.38,113.2,113.6,-0.4,98.3,0.248,0.332,0.579,0.541,11.8,20.4,0.201,0.541,11.9,78.3,0.199,0,0,0,0,0
2022 Indiana Pacers,242.4,89.5,0.463,35.4,0.344,54.1,0.541,21.4,0.768,11.3,32.6,25.4,7.1,5.6,14.4,20.4,111.5,26.0,25.0,57.0,-3.48,0.22,-3.26,112.6,116.1,-3.5,98.0,0.239,0.395,0.564,0.531,12.7,25.5,0.184,0.552,11.9,76.2,0.204,0,0,0,0,-1
2022 Golden State Warriors,240.6,86.4,0.469,39.4,0.364,47.0,0.557,20.3,0.769,9.8,35.7,27.1,8.8,4.5,14.9,21.0,111.0,27.6,53.0,29.0,5.54,-0.02,5.52,112.5,106.9,5.6,98.4,0.235,0.456,0.582,0.552,13.5,22.8,0.181,0.509,13.0,78.7,0.201,0,0,0,0,4
2022 Sacramento Kings,241.5,88.1,0.46,33.2,0.344,54.9,0.53,23.3,0.768,9.6,33.4,23.7,7.2,4.5,14.1,18.9,110.3,25.8,30.0,52.0,-5.46,0.2,-5.26,109.9,115.3,-5.4,99.8,0.264,0.377,0.561,0.525,12.5,21.3,0.203,0.551,11.9,76.0,0.176,0,0,0,0,-1
2022 Miami Heat,242.1,84.8,0.467,35.8,0.379,49.0,0.531,21.4,0.808,9.8,33.9,25.5,7.4,3.2,14.6,20.5,110.0,28.2,53.0,29.0,4.45,-0.22,4.23,113.7,109.1,4.6,95.9,0.252,0.422,0.584,0.547,13.4,23.5,0.204,0.524,13.8,78.0,0.209,0,0,1,0,2
2022 Philadelphia 76ers,241.5,84.5,0.466,31.8,0.364,52.7,0.527,23.8,0.821,8.5,33.8,23.7,7.7,5.3,12.5,19.4,109.9,26.8,51.0,31.0,2.61,-0.04,2.57,113.5,110.8,2.7,96.2,0.282,0.376,0.578,0.534,11.6,20.1,0.232,0.524,12.1,76.8,0.192,0,0,0,0,1
2022 Houston Rockets,240.9,86.4,0.456,38.7,0.349,47.7,0.543,24.5,0.713,9.6,32.4,23.6,7.3,4.7,16.5,20.6,109.7,24.1,20.0,62.0,-8.48,0.22,-8.26,108.4,116.7,-8.3,100.9,0.284,0.448,0.565,0.534,14.5,21.7,0.202,0.554,12.3,74.4,0.206,0,0,0,0,-1
2022 Toronto Raptors,242.1,91.3,0.445,34.2,0.349,57.1,0.503,21.3,0.759,13.4,32.0,22.1,9.0,4.6,12.5,19.6,109.4,24.8,48.0,34.0,2.29,0.08,2.38,112.9,110.5,2.4,96.0,0.234,0.375,0.543,0.51,11.0,28.4,0.177,0.535,14.4,75.6,0.199,0,0,0,0,0
2022 New Orleans Pelicans,240.9,88.0,0.457,32.1,0.332,55.9,0.528,23.2,0.789,12.0,33.2,25.0,8.3,4.0,14.1,19.7,109.3,25.6,36.0,46.0,-0.99,0.15,-0.84,112.0,113.0,-1.0,97.2,0.264,0.365,0.557,0.517,12.5,26.9,0.208,0.547,13.0,78.2,0.196,0,0,0,0,0
2022 Washington Wizards,241.8,86.0,0.472,30.6,0.342,55.4,0.543,21.7,0.783,9.0,34.1,25.0,6.4,5.0,13.1,18.8,108.6,25.9,35.0,47.0,-3.38,0.15,-3.23,111.1,114.5,-3.4,97.0,0.252,0.356,0.568,0.532,12.1,20.9,0.197,0.529,10.7,76.9,0.202,0,0,0,0,-1
2022 Los Angeles Clippers,241.2,87.4,0.458,34.2,0.374,53.3,0.512,19.6,0.793,9.1,34.9,24.0,7.4,5.0,13.7,18.6,108.4,27.5,42.0,40.0,0.02,0.06,0.09,110.1,110.1,0.0,98.0,0.224,0.391,0.564,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,0,0,0,0,-1
2022 Dallas Mavericks,240.9,85.1,0.461,37.4,0.35,47.8,0.548,21.2,0.771,9.3,33.8,23.4,6.7,4.0,12.5,19.7,108.0,26.7,52.0,30.0,3.3,-0.18,3.12,112.8,109.4,3.4,95.4,0.249,0.439,0.572,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,0,0,0,0,2
2022 Cleveland Cavaliers,240.6,84.6,0.469,32.8,0.355,51.9,0.541,22.1,0.76,10.2,34.0,25.2,7.1,4.2,14.4,17.5,107.8,24.7,44.0,38.0,2.12,-0.08,2.04,111.9,109.7,2.2,96.1,0.261,0.387,0.571,0.538,13.2,24.0,0.198,0.52,12.3,76.5,0.172,0,0,0,0,-1
2022 New York Knicks,241.2,86.2,0.437,36.9,0.357,49.3,0.497,24.1,0.744,11.5,34.6,21.9,7.0,4.9,13.3,20.4,106.5,26.0,37.0,45.0,-0.12,0.11,-0.01,110.4,110.5,-0.1,95.9,0.28,0.428,0.55,0.513,12.0,25.1,0.208,0.521,11.7,78.8,0.198,0,0,0,0,-1
2022 Portland Trail Blazers,240.6,87.1,0.442,36.8,0.346,50.3,0.513,21.6,0.76,10.4,32.5,22.9,8.0,4.5,14.5,21.1,106.2,25.6,27.0,55.0,-8.88,0.33,-8.55,107.8,116.9,-9.1,98.3,0.248,0.422,0.55,0.515,13.0,22.9,0.188,0.559,12.7,76.9,0.222,0,0,0,0,-1
2022 Detroit Pistons,241.2,88.6,0.431,34.6,0.326,54.0,0.498,22.0,0.782,11.0,32.0,23.5,7.7,4.8,14.2,21.9,104.8,23.6,23.0,59.0,-7.72,0.37,-7.36,106.0,113.8,-7.8,98.4,0.249,0.391,0.533,0.494,12.6,23.4,0.194,0.541,13.1,75.6,0.226,0,0,0,0,-1
2022 Orlando Magic,241.2,88.3,0.434,36.9,0.331,51.4,0.507,19.7,0.787,9.1,35.2,23.7,6.8,4.5,14.5,19.7,104.2,23.3,22.0,60.0,-8.0,0.33,-7.67,104.5,112.5,-8.0,99.2,0.223,0.417,0.538,0.503,13.0,19.8,0.175,0.532,11.7,77.2,0.196,0,0,0,0,-1
2022 Oklahoma City Thunder,241.5,89.1,0.43,37.4,0.323,51.8,0.507,19.9,0.756,10.4,35.2,22.2,7.6,4.6,14.0,18.3,103.7,22.4,24.0,58.0,-8.1,0.2,-7.9,104.6,112.8,-8.2,98.6,0.223,0.419,0.53,0.497,12.5,21.8,0.169,0.533,11.8,76.1,0.169,0,0,0,0,-1
2023 Sacramento Kings,241.8,88.2,0.494,37.3,0.369,50.9,0.586,25.1,0.79,9.5,32.9,27.3,7.0,3.4,13.5,19.7,120.7,25.4,48.0,34.0,2.65,-0.35,2.3,119.4,116.8,2.6,100.3,0.284,0.423,0.608,0.572,12.0,22.7,0.225,0.563,12.6,77.2,0.203,0,0,0,1,0
2023 Golden State Warriors,241.8,90.2,0.479,43.2,0.385,47.0,0.564,20.2,0.794,10.5,34.1,29.8,7.2,3.9,16.3,21.4,118.9,27.3,44.0,38.0,1.8,-0.15,1.66,116.1,114.4,1.7,101.6,0.224,0.479,0.6,0.571,14.1,24.4,0.178,0.54,12.3,76.0,0.214,0,0,0,0,1
2023 Atlanta Hawks,242.1,92.4,0.483,30.5,0.352,61.8,0.548,22.6,0.818,11.2,33.2,25.0,7.1,4.9,12.9,18.8,118.4,24.9,41.0,41.0,0.29,0.02,0.32,116.6,116.3,0.3,100.7,0.244,0.331,0.579,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,0,0,0,0,0
2023 Boston Celtics,243.7,88.8,0.475,42.6,0.377,46.2,0.567,21.6,0.812,9.7,35.6,26.7,6.4,5.2,13.4,18.8,117.9,27.4,57.0,25.0,6.52,-0.15,6.38,118.0,111.5,6.5,98.5,0.243,0.48,0.6,0.566,12.0,22.1,0.197,0.528,11.3,78.5,0.18,0,0,1,0,2
2023 Oklahoma City Thunder,242.1,92.6,0.465,34.1,0.356,58.5,0.53,23.7,0.809,11.4,32.3,24.4,8.2,4.2,13.0,21.0,117.5,22.8,40.0,42.0,1.09,-0.12,0.96,115.2,114.2,1.0,101.1,0.256,0.369,0.57,0.531,11.2,24.7,0.207,0.547,14.4,72.9,0.222,0,0,0,0,-1
2023 Los Angeles Lakers,242.4,89.0,0.482,31.2,0.346,57.8,0.555,26.6,0.775,10.0,35.7,25.3,6.4,4.6,14.1,17.9,117.2,27.9,43.0,39.0,0.57,-0.15,0.43,114.5,113.9,0.6,101.3,0.299,0.351,0.582,0.542,12.3,22.8,0.232,0.535,10.9,76.3,0.171,0,0,0,0,2
2023 Utah Jazz,241.5,89.8,0.473,37.8,0.353,52.0,0.56,23.8,0.786,11.8,34.1,26.0,6.1,5.2,15.4,20.5,117.1,26.5,37.0,45.0,-0.94,-0.09,-1.03,115.8,116.7,-0.9,100.5,0.265,0.421,0.584,0.547,13.3,26.8,0.209,0.541,10.9,75.2,0.205,0,0,0,0,-1
2023 Memphis Grizzlies,241.2,92.1,0.475,34.2,0.351,57.9,0.548,23.8,0.733,12.0,34.6,26.0,8.3,5.8,13.6,20.0,116.9,24.4,51.0,31.0,3.94,-0.34,3.6,115.1,111.2,3.9,101.1,0.259,0.372,0.57,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,0,1,0,0,0
2023 Milwaukee Bucks,241.8,90.4,0.473,40.3,0.368,50.1,0.557,22.4,0.743,11.1,37.5,25.8,6.4,4.9,14.6,18.1,116.9,29.8,58.0,24.0,3.63,-0.02,3.61,115.4,111.9,3.5,100.5,0.248,0.446,0.583,0.555,12.7,25.0,0.184,0.52,10.4,77.8,0.175,0,0,0,0,0
2023 Indiana Pacers,240.9,89.6,0.469,37.0,0.367,52.6,0.54,23.7,0.79,10.1,31.4,27.0,7.7,5.8,14.9,21.2,116.3,24.5,35.0,47.0,-3.18,0.28,-2.91,114.6,117.7,-3.1,101.1,0.265,0.413,0.581,0.545,13.0,23.4,0.209,0.554,13.0,72.2,0.229,0,0,0,0,-1
2023 New York Knicks,243.4,89.4,0.47,35.7,0.354,53.6,0.547,25.5,0.761,12.6,34.0,22.9,6.4,4.1,13.0,20.3,116.0,24.5,47.0,35.0,2.93,0.06,2.99,117.8,114.8,3.0,97.1,0.285,0.4,0.577,0.541,11.4,28.3,0.217,0.536,11.4,77.1,0.21,0,0,0,0,1
2023 Denver Nuggets,240.9,86.4,0.504,31.2,0.379,55.2,0.575,22.4,0.751,10.1,32.9,28.9,7.5,4.5,14.5,18.6,115.8,26.6,53.0,29.0,3.33,-0.29,3.04,117.6,114.2,3.4,98.1,0.259,0.361,0.601,0.573,13.1,24.8,0.194,0.543,12.2,76.4,0.201,0,0,0,0,4
2023 Minnesota Timberwolves,241.8,87.4,0.49,33.3,0.365,54.1,0.568,23.7,0.755,9.1,32.8,26.2,8.0,5.4,15.3,21.6,115.8,25.8,42.0,40.0,-0.04,-0.18,-0.22,113.7,113.8,-0.1,101.0,0.271,0.381,0.592,0.56,13.6,21.5,0.205,0.54,13.3,74.3,0.225,0,0,0,0,0
2023 Philadelphia 76ers,242.4,83.8,0.487,32.6,0.387,51.2,0.551,25.1,0.835,8.7,32.2,25.2,7.7,4.7,13.7,20.4,115.2,28.2,54.0,28.0,4.32,0.06,4.37,117.7,113.3,4.4,96.9,0.3,0.389,0.608,0.563,12.6,21.6,0.25,0.541,13.0,77.2,0.217,1,0,0,0,1
2023 New Orleans Pelicans,242.1,87.6,0.48,30.1,0.364,57.5,0.541,24.4,0.793,10.6,33.1,25.9,8.3,4.1,14.6,20.5,114.4,25.9,42.0,40.0,1.89,-0.26,1.63,114.4,112.5,1.9,99.1,0.279,0.344,0.582,0.543,12.9,24.7,0.221,0.543,13.4,77.4,0.212,0,0,0,0,-1
2023 Dallas Mavericks,243.0,84.3,0.475,41.0,0.371,43.3,0.574,25.1,0.755,7.6,31.2,22.9,6.3,3.7,12.2,20.7,114.2,27.8,38.0,44.0,0.07,-0.22,-0.14,116.8,116.7,0.1,96.6,0.298,0.487,0.599,0.565,11.4,18.0,0.225,0.549,11.9,75.5,0.226,0,0,0,0,-1
2023 Phoenix Suns,241.2,90.1,0.467,32.6,0.374,57.5,0.52,21.7,0.793,11.8,32.4,27.3,7.1,5.3,13.5,21.2,113.6,28.1,45.0,37.0,2.07,0.01,2.08,115.1,113.0,2.1,98.2,0.241,0.362,0.57,0.535,12.0,26.6,0.191,0.532,12.9,76.0,0.234,0,0,0,0,1
2023 Los Angeles Clippers,241.8,86.1,0.477,33.4,0.381,52.7,0.539,23.9,0.781,9.8,33.4,23.9,7.1,4.4,14.2,19.5,113.6,29.7,44.0,38.0,0.5,-0.19,0.31,115.0,114.5,0.5,98.0,0.278,0.387,0.588,0.551,12.8,22.9,0.217,0.543,11.7,76.6,0.195,0,0,0,0,0
2023 Portland Trail Blazers,240.6,85.4,0.474,35.3,0.365,50.1,0.55,24.6,0.796,9.4,31.1,24.2,6.7,4.6,14.5,20.0,113.4,25.1,33.0,49.0,-4.01,0.05,-3.96,114.8,118.8,-4.0,98.6,0.289,0.413,0.589,0.549,13.1,22.4,0.23,0.563,12.1,74.9,0.217,0,0,0,0,-1
2023 Brooklyn Nets,240.6,85.1,0.487,33.8,0.378,51.3,0.559,22.1,0.8,8.2,32.3,25.5,7.1,6.2,13.7,21.1,113.4,28.0,45.0,37.0,0.85,0.18,1.03,115.0,114.1,0.9,98.3,0.26,0.397,0.598,0.562,12.7,19.6,0.208,0.53,12.2,73.7,0.212,0,0,0,0,0
2023 Washington Wizards,240.9,86.9,0.485,31.7,0.356,55.2,0.559,22.4,0.785,9.4,34.2,25.4,6.8,5.2,14.1,18.8,113.2,26.2,35.0,47.0,-1.21,0.15,-1.06,114.4,115.6,-1.2,98.6,0.258,0.365,0.585,0.55,12.7,22.6,0.202,0.54,11.0,76.1,0.194,0,0,0,0,-1
2023 Chicago Bulls,242.7,86.8,0.49,28.9,0.361,57.9,0.555,21.8,0.809,8.5,33.9,24.5,7.9,4.5,13.4,18.9,113.1,27.5,40.0,42.0,1.29,0.07,1.37,113.5,112.2,1.3,98.5,0.251,0.333,0.587,0.55,12.2,20.1,0.203,0.544,13.5,77.8,0.197,0,0,0,0,-1
2023 San Antonio Spurs,242.1,92.6,0.465,32.2,0.345,60.4,0.529,21.2,0.743,11.8,31.9,27.2,7.0,3.9,15.3,19.9,113.0,23.9,22.0,60.0,-10.04,0.22,-9.82,110.2,120.0,-9.8,101.6,0.229,0.348,0.554,0.525,13.0,25.6,0.17,0.576,12.0,74.9,0.201,0,0,0,0,-1
2023 Toronto Raptors,241.5,91.3,0.459,32.0,0.335,59.3,0.525,23.4,0.784,12.7,30.3,23.9,9.4,5.2,11.7,20.0,112.9,25.8,41.0,41.0,1.48,0.12,1.59,115.5,114.0,1.5,97.1,0.257,0.351,0.555,0.517,10.3,27.8,0.201,0.565,15.3,76.7,0.223,0,0,0,0,-1
2023 Cleveland Cavaliers,242.4,85.2,0.488,31.6,0.367,53.6,0.559,22.5,0.78,9.7,31.4,24.9,7.1,4.7,13.3,19.0,112.3,25.4,51.0,31.0,5.38,-0.15,5.23,116.1,110.6,5.5,95.7,0.264,0.371,0.59,0.556,12.3,23.6,0.206,0.535,14.4,76.3,0.21,0,0,0,0,0
2023 Orlando Magic,241.2,86.3,0.47,31.1,0.346,55.2,0.539,25.0,0.784,10.2,33.1,23.2,7.4,4.7,15.1,20.1,111.4,23.1,34.0,48.0,-2.56,0.17,-2.39,111.6,114.2,-2.6,99.3,0.29,0.361,0.573,0.532,13.4,23.8,0.227,0.55,13.1,77.7,0.211,0,0,0,0,-1
2023 Charlotte Hornets,241.8,90.4,0.457,32.5,0.33,57.9,0.528,23.6,0.749,11.0,33.5,25.1,7.7,5.2,14.2,20.3,111.0,25.3,27.0,55.0,-6.24,0.35,-5.89,109.2,115.3,-6.1,100.8,0.261,0.36,0.55,0.516,12.3,23.8,0.195,0.544,12.5,75.5,0.211,0,0,0,0,-1
2023 Houston Rockets,240.9,88.9,0.457,31.9,0.327,56.9,0.53,25.3,0.754,13.4,32.9,22.4,7.3,4.6,16.2,20.5,110.7,22.1,22.0,60.0,-7.85,0.24,-7.62,111.4,119.3,-7.9,99.0,0.285,0.359,0.554,0.516,14.0,30.2,0.215,0.564,11.8,75.8,0.218,0,0,0,0,-1
2023 Detroit Pistons,241.5,87.1,0.454,32.4,0.351,54.6,0.516,25.7,0.771,11.2,31.3,23.0,7.0,3.8,15.1,22.1,110.3,24.1,17.0,65.0,-8.22,0.49,-7.73,110.7,118.9,-8.2,99.0,0.295,0.372,0.561,0.52,13.3,24.9,0.227,0.557,11.9,74.0,0.231,0,0,0,0,-1
2023 Miami Heat,241.5,85.3,0.46,34.8,0.344,50.5,0.54,23.0,0.831,9.7,30.9,23.8,8.0,3.0,13.5,18.5,109.5,27.7,44.0,38.0,-0.32,0.18,-0.13,113.0,113.3,-0.3,96.3,0.27,0.408,0.574,0.53,12.4,22.8,0.224,0.561,14.5,77.7,0.198,0,0,0,0,3
2024 Indiana Pacers,240.3,92.7,0.507,35.3,0.374,57.4,0.589,20.5,0.782,10.1,31.4,30.8,7.7,5.9,12.9,21.4,123.3,25.3,47.0,35.0,3.05,-0.3,2.75,121.0,118.0,3.0,101.7,0.222,0.38,0.606,0.578,11.3,23.8,0.173,0.556,12.1,74.1,0.228,0,0,0,0,2
2024 Boston Celtics,241.8,90.2,0.487,42.5,0.388,47.7,0.575,20.2,0.807,10.7,35.6,26.9,6.8,6.6,11.9,16.2,120.6,28.2,64.0,18.0,11.34,-0.6,10.75,123.2,111.6,11.6,97.2,0.224,0.471,0.609,0.578,10.8,24.9,0.18,0.523,10.8,76.3,0.145,0,0,0,0,4
2024 Oklahoma City Thunder,241.5,89.3,0.499,34.2,0.389,55.1,0.567,21.5,0.825,8.8,33.2,27.1,8.5,6.6,12.7,18.8,120.1,23.4,57.0,25.0,7.41,-0.05,7.36,119.5,112.1,7.4,99.8,0.24,0.383,0.608,0.573,11.4,21.1,0.198,0.53,13.6,73.8,0.202,0,0,0,1,1
2024 Milwaukee Bucks,241.5,88.5,0.487,38.1,0.373,50.4,0.574,23.9,0.774,9.4,34.8,26.5,6.8,5.0,12.9,19.2,119.0,30.2,49.0,33.0,2.62,-0.18,2.44,118.4,115.8,2.6,99.9,0.27,0.43,0.601,0.568,11.5,21.8,0.209,0.539,10.6,77.2,0.189,0,0,0,0,0
2024 Atlanta Hawks,242.1,92.5,0.465,37.7,0.364,54.8,0.535,23.2,0.797,12.5,32.2,26.6,7.5,4.5,13.5,18.6,118.3,26.2,36.0,46.0,-2.18,-0.19,-2.38,117.2,119.4,-2.2,100.1,0.251,0.408,0.576,0.539,11.6,27.1,0.2,0.572,12.4,75.2,0.192,0,0,0,0,-1
2024 Los Angeles Lakers,242.1,87.5,0.499,31.4,0.377,56.2,0.567,24.2,0.782,8.2,34.9,28.5,7.4,5.5,14.0,15.6,118.0,28.0,47.0,35.0,0.6,0.48,1.07,115.9,115.3,0.6,100.9,0.276,0.358,0.601,0.566,12.5,19.9,0.216,0.55,11.7,76.2,0.153,0,0,0,0,0
2024 Dallas Mavericks,240.3,89.7,0.481,39.5,0.369,50.1,0.569,22.5,0.758,9.7,33.2,25.7,6.9,5.0,12.5,18.3,117.9,26.5,50.0,32.0,2.21,0.09,2.3,117.6,115.4,2.2,100.1,0.251,0.441,0.592,0.562,11.2,22.2,0.19,0.548,12.1,75.2,0.184,0,0,0,0,3
2024 Golden State Warriors,241.8,91.6,0.477,38.9,0.38,52.7,0.548,20.0,0.78,12.1,34.6,29.3,7.0,4.6,14.3,19.5,117.8,28.4,46.0,36.0,2.61,0.16,2.77,117.8,115.2,2.6,99.2,0.219,0.425,0.586,0.557,12.5,27.5,0.171,0.539,11.5,76.1,0.195,0,0,0,0,-1
2024 Sacramento Kings,242.1,90.9,0.477,39.3,0.366,51.7,0.561,20.9,0.745,10.8,33.2,28.3,7.6,4.2,13.1,19.9,116.6,26.4,46.0,36.0,1.74,0.55,2.29,116.9,115.2,1.7,98.8,0.229,0.432,0.582,0.556,11.6,24.5,0.171,0.555,12.5,78.4,0.213,0,0,0,0,-1
2024 Phoenix Suns,241.2,86.1,0.493,32.6,0.382,53.6,0.561,23.4,0.808,10.1,33.9,27.0,7.4,6.0,14.9,18.0,116.2,29.3,49.0,33.0,3.06,0.02,3.08,117.6,114.6,3.0,98.3,0.271,0.378,0.603,0.565,13.4,25.0,0.219,0.536,11.3,75.6,0.178,0,0,0,0,0
2024 Utah Jazz,241.5,89.9,0.467,36.5,0.354,53.4,0.544,22.6,0.83,12.2,33.2,27.2,6.5,5.6,15.7,18.6,115.7,25.1,31.0,51.0,-4.89,0.68,-4.22,115.5,120.4,-4.9,99.5,0.251,0.406,0.579,0.539,13.6,28.1,0.209,0.567,10.9,75.2,0.182,0,0,0,0,-1
2024 Los Angeles Clippers,240.3,86.7,0.489,33.2,0.381,53.5,0.555,22.2,0.825,10.0,32.9,25.6,7.8,5.0,13.1,18.5,115.6,30.4,51.0,31.0,3.28,0.13,3.41,118.8,115.4,3.4,97.2,0.256,0.383,0.599,0.561,12.0,24.4,0.211,0.541,11.7,74.8,0.183,0,0,0,0,0
2024 New Orleans Pelicans,240.3,87.4,0.486,32.6,0.383,54.8,0.548,22.8,0.771,10.4,33.6,27.0,8.3,4.6,13.0,18.4,115.1,26.0,49.0,33.0,4.41,0.05,4.46,117.4,112.9,4.5,97.9,0.261,0.373,0.591,0.558,11.8,24.4,0.202,0.541,12.9,76.9,0.186,0,0,0,0,0
2024 Denver Nuggets,240.3,88.8,0.496,31.2,0.374,57.5,0.562,19.9,0.762,10.7,33.7,29.5,7.1,5.6,12.6,18.2,114.9,27.1,57.0,25.0,5.26,-0.03,5.23,118.5,113.0,5.5,96.8,0.224,0.352,0.589,0.562,11.5,25.5,0.17,0.526,11.2,75.6,0.195,1,0,0,0,1
2024 Philadelphia 76ers,241.2,89.4,0.464,33.3,0.363,56.1,0.525,23.6,0.826,11.0,31.9,24.9,8.5,6.0,12.0,20.3,114.6,28.4,47.0,35.0,3.05,-0.54,2.51,116.9,113.8,3.1,97.5,0.264,0.373,0.574,0.532,10.7,24.8,0.218,0.537,13.1,74.3,0.215,0,0,0,0,0
2024 Houston Rockets,242.1,91.0,0.459,36.1,0.352,54.8,0.53,23.4,0.773,11.5,34.0,24.8,7.8,4.6,12.7,20.8,114.3,25.1,41.0,41.0,1.12,0.12,1.24,114.5,113.4,1.1,99.0,0.257,0.397,0.565,0.529,11.2,25.1,0.199,0.533,12.2,76.0,0.219,0,0,0,0,-1
2024 Washington Wizards,240.6,91.4,0.47,35.5,0.348,55.8,0.548,20.2,0.764,9.2,31.9,27.9,7.6,5.1,14.0,20.0,113.7,24.9,15.0,67.0,-9.29,0.0,-9.29,110.5,119.6,-9.1,102.7,0.221,0.389,0.567,0.538,12.2,20.0,0.169,0.562,12.0,72.5,0.201,0,0,0,0,-1
2024 Minnesota Timberwolves,241.5,85.0,0.485,32.7,0.387,52.4,0.546,22.9,0.777,9.4,34.2,26.6,7.9,6.1,14.2,18.8,113.0,27.2,56.0,26.0,6.45,-0.07,6.39,115.6,109.0,6.6,97.1,0.27,0.384,0.594,0.559,13.0,23.2,0.209,0.515,12.9,76.9,0.197,0,1,1,0,2
2024 New York Knicks,240.6,88.7,0.465,35.8,0.369,52.9,0.531,21.8,0.78,12.7,32.5,24.4,7.5,4.1,13.2,17.6,112.8,26.4,50.0,32.0,4.59,-0.23,4.36,118.2,113.4,4.8,95.2,0.246,0.404,0.574,0.54,11.9,29.4,0.192,0.543,12.3,76.1,0.176,0,0,0,0,1
2024 Cleveland Cavaliers,241.5,87.2,0.479,36.8,0.367,50.4,0.561,20.4,0.765,9.8,33.4,28.0,7.4,4.6,13.6,17.5,112.6,26.2,48.0,34.0,2.41,-0.44,1.98,115.2,112.7,2.5,97.2,0.234,0.422,0.586,0.557,12.4,23.2,0.179,0.535,12.3,76.9,0.19,0,0,0,0,1
